latitude,longitude,location_type
46.784467,-92.10232,supercharger
42.101355,-75.913891,destination charger
33.8114844,-118.138451,destination charger
32.636738,-117.099984,destination charger
38.934939,-119.940518,destination charger
40.76696,-73.983569,destination charger
44.2317557,-71.7626317,destination charger
33.616571,-117.890341,destination charger
47.120092,-91.503289,destination charger
38.74743,-105.17518,destination charger
35.304266,-93.136555,destination charger
37.194414,-112.99341,destination charger
43.695009,-114.354334,destination charger
40.3351832,-76.6681699,destination charger
24.553586,-81.795731,destination charger
33.8231919,-116.5504963,destination charger
46.2960713,-119.4514867,destination charger
45.338976,-123.129715,destination charger
39.556658,-79.357445,destination charger
44.1085714,-69.1156928,destination charger
35.2208325,-97.4484911,destination charger
40.118077,-88.243875,destination charger
38.34591,-122.33966,destination charger
36.999977,-79.889484,destination charger
40.705115,-74.008089,destination charger
42.3608812,-71.0560233,destination charger
41.66116,-70.2799,destination charger
24.57089,-81.751665,destination charger
30.154319,-85.589319,destination charger
36.4108594,-93.7347888,destination charger
24.554263,-81.800295,destination charger
39.805834,-79.550686,destination charger
41.124738,-85.212139,destination charger
40.767743,-73.963665,destination charger
40.910893,-72.455539,destination charger
28.618807,-81.37366,destination charger
45.115395,-123.317741,destination charger
41.289031,-70.11741,destination charger
39.3783892,-74.4353557,destination charger
37.134167,-104.519352,supercharger
35.461664,-97.65144,supercharger
37.702783,-121.925032,supercharger
43.592633,-116.280653,supercharger
42.70163,-74.926982,destination charger
41.677874,-86.251347,destination charger
41.278752,-70.093095,destination charger
43.069577,-70.779154,destination charger
46.01272,-118.370401,destination charger
46.016223,-118.38607,destination charger
41.472154,-75.172537,destination charger
37.5220717,-122.5135405,destination charger
39.262711,-123.783953,destination charger
38.579553,-122.578636,destination charger
40.693435,-77.100574,destination charger
39.238987,-120.040701,destination charger
33.790192,-116.528797,destination charger
37.919475,-122.693328,destination charger
33.852155,-116.540761,destination charger
36.602064,-121.866545,destination charger
33.8304,-116.51826,destination charger
33.852207,-116.551568,destination charger
36.62881,-121.930079,destination charger
34.035238,-118.248236,destination charger
42.241125,-83.766522,supercharger
35.6410124,-120.6872712,destination charger
47.313799,-122.301009,destination charger
44.283968,-73.983714,destination charger
31.49365,-97.160484,destination charger
33.516564,-117.015879,destination charger
44.596426,-75.14905,destination charger
33.94584,-118.381748,destination charger
43.3591609,-70.4747064,destination charger
29.75713,-95.369525,destination charger
26.156545,-81.808505,destination charger
37.336027,-119.64585,destination charger
36.104778,-79.50363,destination charger
41.2831762,-75.3414059,destination charger
29.425396,-98.488039,destination charger
33.52938,-117.771459,destination charger
40.458457,-106.804763,destination charger
44.994413,-122.791574,destination charger
29.9075536,-90.1605889,destination charger
36.1062236,-115.1745805,destination charger
38.3598318,-122.2906388,destination charger
38.172739,-75.396266,destination charger
39.755936,-105.222952,destination charger
26.128385,-80.104369,destination charger
40.7615893,-73.9752106,destination charger
37.68128,-113.062703,destination charger
39.27552,-120.121176,destination charger
31.093146,-97.720897,destination charger
39.300258,-123.791342,destination charger
44.040991,-71.121649,destination charger
43.379288,-70.548476,destination charger
40.762855,-73.977795,destination charger
37.6499,-118.985167,destination charger
35.635866,-120.607745,destination charger
31.0778128,-97.6561128,destination charger
31.087196,-97.7161209,destination charger
39.00496,-78.337848,supercharger
46.198035,-119.162687,supercharger
35.108486,-106.612804,supercharger
35.6423898,-120.6876664,destination charger
34.072382,-118.395128,destination charger
37.20855,-93.227429,destination charger
42.3032023,-73.2528029,destination charger
31.0863846,-97.7145113,destination charger
34.099893,-118.325744,destination charger
25.77391,-80.132379,destination charger
34.062301,-118.290127,destination charger
34.042799,-118.262703,destination charger
33.614035,-111.892418,destination charger
34.710116,-76.632036,destination charger
40.964868,-85.372749,destination charger
29.731465,-84.987907,destination charger
35.662822,-81.223768,destination charger
26.101322,-80.120562,destination charger
43.496496,-88.545085,destination charger
41.498136,-81.707145,destination charger
35.578571,-120.739736,destination charger
48.431438,-114.341734,destination charger
43.6221114,-89.7950775,destination charger
26.398535,-81.837357,destination charger
37.887169,-79.164274,destination charger
36.802211,-76.190142,destination charger
43.607687,-84.712949,destination charger
46.850101,-96.882175,destination charger
41.3103108,-71.8534852,destination charger
42.9810318,-70.9461109,destination charger
41.330512,-71.750423,destination charger
40.763279,-73.98086,destination charger
40.781547,-73.980475,destination charger
41.788976,-76.455753,destination charger
38.966973,-123.114044,destination charger
32.478487,-111.089833,destination charger
28.350346,-80.606105,destination charger
28.349843,-80.607517,destination charger
40.74979,-74.005335,destination charger
40.779211,-73.960949,destination charger
44.606461,-86.22303,destination charger
35.050994,-83.197429,destination charger
40.6621927,-111.5133249,destination charger
36.118897,-111.227851,destination charger
44.205554,-69.07028,destination charger
34.545913,-112.466926,destination charger
38.95778,-92.25275,supercharger
35.622048,-105.205417,supercharger
24.6651014,-81.387051,destination charger
36.119675,-80.289502,destination charger
48.36737,-116.623211,destination charger
37.326493,-119.660074,destination charger
45.26939,-123.022485,destination charger
33.691208,-117.893609,destination charger
35.1936737,-111.6225943,destination charger
30.5642077,-96.2665727,destination charger
41.27475,-72.812976,destination charger
31.3959245,-103.5053541,destination charger
30.332426,-87.138416,destination charger
30.334642,-87.138058,destination charger
30.257849,-87.6306,destination charger
30.268241,-87.589209,destination charger
34.0817921,-118.4133993,destination charger
32.807264,-117.21805,destination charger
36.743791,-111.753641,destination charger
35.809438,-83.576405,destination charger
30.26494,-87.603084,destination charger
33.4577232,-117.6706401,destination charger
30.423521,-91.131682,destination charger
37.443601,-122.161516,destination charger
35.662696,-120.668302,destination charger
40.226408,-74.093572,supercharger
30.510908,-84.247841,supercharger
44.292984,-105.526325,supercharger
29.649515,-95.268602,destination charger
30.344722,-95.410195,destination charger
35.152539,-120.660449,destination charger
27.692637,-81.934157,destination charger
39.14694,-123.197442,destination charger
34.071474,-106.892579,destination charger
37.049001,-94.480846,destination charger
39.516978,-119.888626,destination charger
44.374817,-121.641265,destination charger
34.052495,-118.255408,destination charger
33.986065,-117.372628,destination charger
37.213487,-108.071904,destination charger
44.056523,-71.626543,destination charger
33.947903,-116.48687,destination charger
33.847895,-84.366215,destination charger
47.4373126,-122.2876227,destination charger
41.0586001,-124.1427538,destination charger
38.705497,-122.960132,destination charger
26.189078,-98.205367,destination charger
47.3183909,-122.5853265,destination charger
30.185477,-85.821563,destination charger
36.644403,-93.220609,destination charger
34.036533,-118.079876,destination charger
30.446294,-84.280133,destination charger
44.275104,-121.262465,destination charger
27.6281711,-97.2232362,destination charger
40.71949,-73.963312,destination charger
44.655735,-111.100101,destination charger
42.867509,-122.167297,destination charger
37.2129649,-93.37103,destination charger
44.11511,-71.355553,destination charger
42.03649,-94.381744,destination charger
40.77438,-73.963157,destination charger
46.092016,-118.271808,destination charger
30.32009,-86.138199,destination charger
39.293019,-76.615604,destination charger
39.168901,-86.529371,destination charger
33.297778,-111.892322,destination charger
36.067842,-79.502316,destination charger
43.74975,-87.74694,supercharger
39.600831,-110.831666,supercharger
36.860525,-76.207467,supercharger
38.696385,-119.548525,supercharger
46.378836,-94.256378,supercharger
46.009797,-92.93137,supercharger
39.321865,-120.1621,supercharger
37.3894309,-122.0920614,destination charger
27.6558,-80.356749,destination charger
30.269491,-97.742266,destination charger
35.82945,-78.76476,destination charger
39.220443,-121.062682,destination charger
40.557834,-90.035403,destination charger
32.938489,-117.197766,destination charger
42.597887,-114.455249,supercharger
40.074369,-75.202958,destination charger
41.9745,-87.862956,destination charger
32.4923672,-92.0561444,destination charger
33.708309,-117.953806,destination charger
47.659917,-117.417273,destination charger
32.870556,-117.225331,destination charger
33.18006,-97.111717,destination charger
38.677497,-108.979798,destination charger
47.767473,-120.653187,destination charger
47.607592,-122.189582,destination charger
33.610142,-117.729803,destination charger
33.62027,-117.875355,destination charger
38.9021295,-77.0361522,destination charger
25.799489,-80.126829,destination charger
43.355383,-70.479345,destination charger
40.742721,-74.366457,destination charger
33.65447,-117.626781,destination charger
33.475028,-82.0101,destination charger
36.845576,-75.983128,destination charger
30.9225,-97.4997096,destination charger
25.730105,-80.237815,destination charger
38.625421,-90.191492,destination charger
34.789977,-111.764587,destination charger
47.610166,-122.335179,destination charger
34.789847,-111.764,destination charger
35.685123,-105.937455,destination charger
44.474261,-70.855942,destination charger
33.790277,-117.890929,destination charger
24.571422,-81.754261,destination charger
39.7248144,-121.8056562,destination charger
34.241831,-84.770259,destination charger
32.782707,-79.933428,destination charger
33.799164,-117.918298,destination charger
38.811718,-104.723183,destination charger
33.424609,-112.021664,destination charger
31.796906,-106.375744,destination charger
42.333936,-90.396753,destination charger
33.684154,-112.081904,destination charger
40.8043,-124.1595855,destination charger
41.370992,-73.491095,destination charger
37.207119,-93.291212,destination charger
38.577291,-122.876575,destination charger
47.511304,-116.870557,destination charger
42.145542,-75.902081,supercharger
45.402786,-122.294371,supercharger
33.231373,-97.166412,supercharger
44.46286,-73.179308,supercharger
35.189016,-101.931467,supercharger
31.855989,-86.635765,supercharger
30.790734,-81.663625,supercharger
47.663559,-117.412422,destination charger
31.294609,-81.344733,destination charger
28.427575,-81.468613,destination charger
36.410313,-93.734754,destination charger
38.925974,-77.216181,destination charger
30.546511,-98.360596,destination charger
32.083486,-81.085183,destination charger
42.6640025,-77.0559961,destination charger
34.068903,-118.402524,destination charger
41.981019,-87.85953,destination charger
33.776049,-118.072221,destination charger
33.509287,-111.988706,destination charger
47.611844,-122.193618,destination charger
41.472262,-75.171428,destination charger
39.1844849,-106.81437,destination charger
39.63943,-106.368139,destination charger
29.010826,-95.41154,destination charger
29.01086,-95.411242,destination charger
40.913199,-74.390008,destination charger
38.484983,-122.44736,destination charger
38.230988,-122.612703,destination charger
38.895083,-77.011283,destination charger
31.539518,-110.256469,destination charger
32.39623,-99.764642,destination charger
33.767361,-78.778418,destination charger
33.769328,-78.774974,destination charger
33.479143,-81.968019,destination charger
40.127553,-75.407263,destination charger
32.321426,-110.926987,destination charger
37.81664,-84.740626,destination charger
40.13029,-75.450725,destination charger
31.722612,-110.074365,destination charger
30.26197,-97.742421,destination charger
33.51357,-117.748042,destination charger
38.389613,-75.064479,destination charger
30.684476,-88.073928,destination charger
32.1424227,-80.7627025,destination charger
28.335854,-81.480673,destination charger
35.038494,-106.618818,destination charger
43.713952,-87.759414,destination charger
35.846885,-79.041415,destination charger
25.888532,-80.125577,destination charger
36.157123,-115.335113,destination charger
35.949499,-78.995446,destination charger
45.4747481,-98.5090549,destination charger
39.971151,-83.002496,destination charger
29.473686,-81.124128,destination charger
40.050521,-82.912239,destination charger
36.969007,-86.431424,destination charger
39.2687177,-76.2025573,destination charger
39.182261,-78.510871,destination charger
42.4188789,-90.4259596,destination charger
30.633489,-96.323218,destination charger
29.966348,-98.90732,destination charger
39.697031,-79.1416,destination charger
31.441441,-109.918226,destination charger
40.719869,-74.007447,destination charger
40.763488,-73.961323,destination charger
40.729234,-73.999013,destination charger
40.773225,-73.952643,destination charger
40.753079,-73.968032,destination charger
40.776461,-73.944363,destination charger
40.771794,-73.955624,destination charger
40.744244,-73.984116,destination charger
40.762189,-73.999714,destination charger
26.848315,-80.091046,destination charger
33.991767,-84.351229,destination charger
37.810487,-121.991211,destination charger
34.417055,-119.676584,destination charger
42.548345,-88.576531,destination charger
42.280826,-83.758636,destination charger
33.743925,-116.199432,destination charger
33.642173,-116.250608,destination charger
36.959912,-121.969591,destination charger
47.648612,-122.406826,destination charger
30.258348,-97.725229,destination charger
41.33189,-73.988335,destination charger
35.294199,-120.653175,destination charger
37.161541,-119.748253,destination charger
44.262858,-71.457835,destination charger
44.347885,-69.786042,supercharger
35.531428,-82.604495,supercharger
37.796979,-79.419007,supercharger
41.045431,-75.312237,supercharger
38.93803,-119.960884,destination charger
40.362708,-74.664851,destination charger
30.27634,-98.402635,destination charger
38.465049,-120.04042,destination charger
38.862637,-77.060346,destination charger
41.091467,-73.452859,destination charger
44.28602,-69.368269,destination charger
41.2834516,-80.4283713,destination charger
39.8239074,-77.9016381,destination charger
38.468937,-122.850563,destination charger
43.6579975,-70.2501711,destination charger
42.277118,-121.885015,destination charger
38.910623,-77.045745,destination charger
43.134025,-70.638056,destination charger
43.1671505,-73.0687762,destination charger
39.523305,-119.780968,destination charger
44.085145,-123.043158,destination charger
43.172567,-72.609107,destination charger
38.790636,-120.888201,destination charger
38.746365,-105.178111,destination charger
43.054447,-108.380793,destination charger
42.172326,-72.579451,destination charger
35.786773,-78.663311,destination charger
33.930574,-118.400744,destination charger
38.804411,-77.044697,destination charger
38.913322,-77.039525,destination charger
36.168972,-115.151857,destination charger
38.804636,-77.049262,destination charger
44.146888,-71.182049,destination charger
24.571365,-81.755211,destination charger
40.947176,-72.579589,destination charger
36.003871,-78.91213,destination charger
35.569905,-120.741587,destination charger
38.904958,-77.031772,destination charger
37.785523,-122.428919,destination charger
41.666913,-73.955206,destination charger
35.091527,-106.660941,destination charger
42.348958,-71.064651,destination charger
33.51505,-84.429233,destination charger
39.623703,-106.541101,destination charger
45.053883,-70.308763,destination charger
29.724498,-95.39029,destination charger
42.9730504,-71.9827878,destination charger
33.700929,-84.099336,destination charger
24.916252,-80.638379,destination charger
47.63666,-117.477532,destination charger
45.521879,-122.674024,destination charger
38.896373,-77.010017,destination charger
41.889755,-87.618659,destination charger
34.0257921,-118.4571468,destination charger
37.321772,-122.031361,destination charger
37.136222,-93.251613,destination charger
37.136514,-93.25634,destination charger
38.96084,-119.949216,destination charger
41.338916,-74.323495,destination charger
30.288874,-81.401296,destination charger
38.8982215,-99.3147538,destination charger
30.248256,-81.537978,destination charger
38.903543,-77.024973,destination charger
38.710569,-78.161097,destination charger
38.901964,-77.019837,destination charger
45.6856217,-121.9052444,destination charger
38.579938,-122.513364,destination charger
35.642388,-80.484833,destination charger
39.199064,-119.777042,destination charger
43.756027,-88.476599,destination charger
39.464522,-119.784851,destination charger
38.908258,-77.036037,destination charger
27.292711,-80.750696,destination charger
32.888356,-96.48067,destination charger
43.01624,-88.014666,destination charger
25.806955,-80.26154,destination charger
40.746565,-73.971591,destination charger
39.270393,-84.373524,destination charger
34.864664,-111.799165,destination charger
42.465536,-92.319658,destination charger
40.905693,-72.362142,destination charger
48.0396068,-122.4061314,destination charger
27.80259,-97.453946,destination charger
38.806049,-77.056808,destination charger
38.813023,-77.043613,destination charger
26.108605,-80.252444,supercharger
44.28254,-85.40306,supercharger
28.766853,-96.978988,supercharger
36.945693,-81.054651,supercharger
38.211962,-85.67319,supercharger
38.837573,-104.824889,supercharger
39.1481,-123.208604,supercharger
37.644519,-118.965499,supercharger
40.588118,-75.560089,supercharger
42.895248,-70.869299,supercharger
36.835455,-119.91058,supercharger
35.400105,-119.397796,supercharger
33.982926,-118.468364,destination charger
33.812228,-116.538606,destination charger
41.435584,-72.340347,destination charger
38.585591,-122.680536,destination charger
38.905795,-119.966079,destination charger
38.94948,-119.948183,destination charger
33.120928,-117.216082,destination charger
38.7747706,-119.9029911,destination charger
36.50131,-121.75365,destination charger
42.939592,-72.849029,destination charger
41.046223,-73.56724,destination charger
48.477487,-120.25638,destination charger
45.272167,-123.016364,destination charger
48.754197,-122.496675,destination charger
38.919414,-119.996447,destination charger
46.0890194,-118.2782343,destination charger
37.242766,-93.261292,destination charger
38.548889,-122.807771,destination charger
40.743971,-73.971882,destination charger
38.610448,-122.871408,destination charger
38.340537,-122.50572,destination charger
33.66535,-117.881234,destination charger
43.5670888,-70.2277526,destination charger
41.024964,-76.426632,destination charger
47.636469,-90.70809,destination charger
48.36778,-114.333139,destination charger
37.786079,-122.4104325,destination charger
32.853915,-117.258396,destination charger
32.854614,-117.257992,destination charger
45.283183,-111.400487,destination charger
30.332929,-87.137378,destination charger
35.23576,-82.730093,destination charger
34.864598,-111.812758,destination charger
47.671225,-122.122192,destination charger
38.713727,-78.159574,destination charger
40.696848,-73.983071,destination charger
26.101495,-80.114496,destination charger
45.409725,-122.719951,destination charger
40.578614,-124.15297,destination charger
24.569042,-81.752669,destination charger
40.778412,-73.988294,destination charger
40.774511,-73.952039,destination charger
40.793877,-73.967498,destination charger
40.775968,-73.947846,destination charger
37.78679,-122.430143,destination charger
45.469311,-84.934044,destination charger
35.574613,-120.689693,destination charger
44.387125,-68.205776,destination charger
37.241026,-93.262729,destination charger
30.408205,-97.666596,destination charger
37.177913,-93.277732,destination charger
40.5727852,-81.8687799,destination charger
39.475511,-106.050167,destination charger
37.7918779,-122.4071784,destination charger
45.8899,-123.962171,destination charger
45.890952,-123.962132,destination charger
35.909583,-79.054686,destination charger
38.9007011,-77.0316487,destination charger
47.03909,-122.882327,destination charger
39.423515,-119.739984,destination charger
41.696794,-73.203389,destination charger
32.144581,-80.751565,destination charger
40.770292,-73.967735,destination charger
41.9699162,-73.9905466,destination charger
26.688488,-80.090259,destination charger
37.664451,-76.432381,destination charger
44.746585,-85.540394,destination charger
40.714932,-74.366529,destination charger
33.839773,-84.383023,destination charger
34.871496,-83.396552,destination charger
44.529851,-72.781125,destination charger
41.1297,-81.654725,destination charger
41.241904,-81.351722,destination charger
38.909852,-77.047399,destination charger
35.19562,-79.473736,destination charger
36.6622445,-93.2553135,destination charger
30.7591544,-98.2396823,destination charger
40.349131,-74.665479,destination charger
44.152655,-68.441122,destination charger
37.438194,-122.322541,destination charger
35.579832,-120.718979,destination charger
35.575977,-120.69072,destination charger
29.738161,-95.467246,destination charger
44.136201,-72.894005,destination charger
35.627343,-120.685824,destination charger
34.076247,-118.374499,destination charger
32.792269,-96.803141,destination charger
39.241628,-77.979896,destination charger
38.8957743,-104.8626926,destination charger
40.772712,-73.947045,destination charger
37.543816,-77.444942,destination charger
30.646748,-96.302227,destination charger
35.188303,-111.666914,destination charger
39.8423436,-77.2618187,destination charger
45.16298,-84.931622,destination charger
30.479799,-97.686671,destination charger
28.552678,-80.854133,destination charger
33.548783,-111.915822,destination charger
45.796214,-89.170408,destination charger
40.513465,-74.251418,destination charger
36.599754,-121.894638,destination charger
32.915716,-96.896088,destination charger
47.622544,-122.333913,destination charger
37.542205,-77.437577,destination charger
27.853747,-97.629734,destination charger
46.751382,-121.937189,destination charger
27.803051,-97.45418,destination charger
34.135003,-109.948985,destination charger
41.55949,-93.791183,destination charger
37.952106,-120.423294,destination charger
40.0346915,-75.5796284,destination charger
41.225321,-75.868909,destination charger
42.235271,-85.560592,destination charger
36.047312,-115.171226,destination charger
35.238498,-82.729392,destination charger
43.3600808,-70.4734847,destination charger
38.509445,-122.804181,destination charger
40.775474,-73.989763,destination charger
40.779338,-73.987493,destination charger
40.742059,-73.992694,destination charger
40.735608,-73.983111,destination charger
40.775065,-73.988572,destination charger
40.732085,-73.995829,destination charger
40.732519,-73.995135,destination charger
40.737891,-73.994058,destination charger
40.767879,-73.983656,destination charger
40.731257,-73.992101,destination charger
40.747478,-73.98504,destination charger
40.758586,-73.991341,destination charger
33.387548,-110.761249,destination charger
41.497316,-81.694402,destination charger
38.487603,-122.807316,destination charger
38.857167,-104.911329,destination charger
38.982522,-76.547334,destination charger
36.592792,-121.894115,destination charger
38.906641,-77.036861,destination charger
39.860952,-75.686351,destination charger
36.709813,-81.974954,destination charger
43.079189,-89.389686,destination charger
41.084381,-122.718455,destination charger
36.5593468,-121.9209566,destination charger
46.250235,-119.116144,destination charger
41.29623,-72.781414,destination charger
41.56213,-87.666663,destination charger
30.266552,-89.760156,supercharger
36.913695,-116.754463,supercharger
43.765424,-103.604607,destination charger
43.76447,-103.609503,destination charger
33.790958,-78.736232,destination charger
39.475852,-106.053193,destination charger
39.4861907,-106.0671615,destination charger
33.805512,-117.878134,destination charger
38.942422,-94.742624,destination charger
39.317051,-94.910835,destination charger
33.872319,-117.741279,destination charger
35.55561,-120.748361,destination charger
30.395505,-95.637548,destination charger
33.654257,-117.627572,destination charger
24.914804,-80.636171,destination charger
26.01921,-80.11646,destination charger
35.679719,-105.94094,destination charger
41.881747,-87.620555,destination charger
38.904031,-77.061463,destination charger
34.070333,-117.557221,destination charger
25.814265,-80.339383,destination charger
46.971706,-91.753125,destination charger
37.546682,-77.443885,destination charger
25.762349,-80.194139,destination charger
47.66075,-117.414533,destination charger
40.092644,-88.247187,destination charger
30.259547,-81.55493,destination charger
33.794668,-78.742203,destination charger
36.661544,-80.43188,destination charger
41.373677,-71.960566,destination charger
43.0571075,-73.798197,destination charger
30.043046,-94.150541,destination charger
41.882267,-87.624325,destination charger
41.877475,-87.624245,destination charger
41.882094,-87.620496,destination charger
30.396394,-84.345197,destination charger
37.604272,-77.518319,destination charger
33.771781,-118.371064,destination charger
36.849186,-75.977964,destination charger
40.716966,-73.996707,destination charger
30.536496,-97.693784,destination charger
30.410666,-97.849318,destination charger
29.741523,-95.456936,destination charger
32.4328131,-80.6738761,destination charger
42.062529,-80.105408,destination charger
41.528819,-90.481767,destination charger
26.144684,-80.324858,destination charger
42.356036,-82.97394,destination charger
34.263592,-114.129278,destination charger
37.215685,-122.406267,destination charger
37.730301,-122.399873,destination charger
38.933024,-121.121532,destination charger
31.959619,-98.01877,destination charger
35.59795,-120.83332,destination charger
24.971615,-80.557703,destination charger
34.984879,-80.973734,destination charger
34.093106,-118.291242,destination charger
43.724818,-72.589373,destination charger
31.564658,-91.396083,destination charger
41.2595232,-95.9610416,destination charger
35.620754,-82.542186,destination charger
42.518959,-76.922161,destination charger
31.140001,-81.383277,destination charger
38.576085,-121.840185,destination charger
34.197119,-116.510978,destination charger
41.742243,-73.389648,destination charger
40.1806182,-75.2783716,destination charger
25.752037,-80.255731,destination charger
40.776006,-73.961627,destination charger
40.78567,-73.954593,destination charger
40.772742,-73.979503,destination charger
40.774207,-73.96282,destination charger
40.688086,-73.979234,destination charger
40.689016,-73.988672,destination charger
40.734939,-73.989409,destination charger
44.396743,-124.086309,destination charger
44.3107,-124.101946,destination charger
37.488967,-121.94617,destination charger
43.038263,-124.414356,destination charger
41.686314,-74.176669,destination charger
34.070169,-117.555636,destination charger
42.357382,-71.060875,destination charger
42.9227178,-72.8948477,destination charger
39.278015,-123.790152,destination charger
40.756019,-111.895151,destination charger
38.521509,-120.818946,destination charger
33.6601961,-117.302192,destination charger
33.879042,-117.604476,destination charger
35.250705,-112.195969,destination charger
38.3033887,-122.3113571,destination charger
39.379335,-74.427382,destination charger
40.448882,-79.933985,destination charger
38.51513,-78.303035,destination charger
37.923893,-121.656966,destination charger
32.361294,-86.158811,destination charger
47.400629,-122.296834,destination charger
40.77331,-73.952621,destination charger
39.549596,-79.35123,destination charger
34.622264,-87.008639,destination charger
40.863079,-75.739534,destination charger
27.393601,-82.547125,destination charger
26.704929,-80.057026,destination charger
36.5396962,-121.9085765,destination charger
34.04385,-118.257712,destination charger
40.721801,-74.004237,destination charger
40.723617,-74.010915,destination charger
40.761018,-73.99878,destination charger
40.762411,-73.984495,destination charger
37.156578,-113.637132,destination charger
43.730369,-71.57957,destination charger
40.693248,-73.981744,destination charger
40.692941,-74.000298,destination charger
40.749073,-73.990032,destination charger
42.363186,-71.128541,destination charger
40.795624,-73.971961,destination charger
48.788325,-122.48746,destination charger
33.786281,-117.853549,destination charger
32.067258,-81.094412,destination charger
34.2005566,-118.4872569,destination charger
42.0240608,-87.8129991,destination charger
19.923808,-155.887701,destination charger
40.751867,-73.972873,destination charger
46.178019,-119.189427,destination charger
45.459395,-123.969124,destination charger
34.132075,-116.314393,destination charger
34.052181,-118.14138,destination charger
39.327841,-121.255564,destination charger
39.641058,-77.493128,destination charger
40.146204,-88.259828,supercharger
39.443345,-87.331737,supercharger
32.274159,-90.151048,supercharger
45.925088,-116.130482,destination charger
41.308979,-72.93288,destination charger
24.552644,-81.797189,destination charger
35.171801,-103.717137,destination charger
38.601002,-120.676109,destination charger
35.985032,-85.010353,destination charger
41.482442,-120.542075,destination charger
36.163688,-86.782274,destination charger
36.261951,-90.9697,destination charger
44.658974,-111.104934,destination charger
35.784968,-78.780676,destination charger
35.106758,-77.037017,destination charger
44.857652,-70.380664,destination charger
41.960695,-87.961703,destination charger
38.336537,-75.083956,destination charger
30.374867,-86.326228,destination charger
30.378419,-86.325303,destination charger
38.417886,-122.323317,destination charger
31.048649,-94.124886,destination charger
37.265168,-80.03218,destination charger
46.715837,-117.166626,destination charger
36.305126,-95.319671,destination charger
40.085037,-76.203975,destination charger
37.99188,-78.165277,destination charger
40.810884,-77.832797,destination charger
32.848473,-96.7605,destination charger
37.743673,-122.437697,destination charger
38.866623,-119.999722,destination charger
26.353637,-81.855696,destination charger
44.70524,-67.398518,destination charger
35.091029,-111.69597,destination charger
28.325993,-81.627264,destination charger
44.581188,-72.622345,destination charger
39.1893,-121.066799,destination charger
34.472184,-77.464539,destination charger
38.656954,-122.947939,destination charger
41.661418,-70.125067,destination charger
39.186645,-120.09586,destination charger
44.801989,-85.487171,destination charger
30.44086,-84.263114,destination charger
38.953437,-119.763589,destination charger
40.813953,-74.468894,destination charger
36.47961,-118.838757,destination charger
34.258126,-85.165391,destination charger
38.503081,-123.001955,destination charger
44.973525,-70.646435,destination charger
27.46664,-82.699314,destination charger
35.208469,-82.233456,destination charger
33.762633,-84.389629,destination charger
28.371532,-81.278764,destination charger
32.911856,-96.445093,destination charger
38.8566,-107.615,destination charger
35.636418,-120.859674,destination charger
30.291085,-97.858717,destination charger
28.878049,-82.579839,destination charger
26.123149,-80.104981,destination charger
26.599115,-81.844739,destination charger
40.690319,-89.591638,destination charger
34.150335,-117.229094,destination charger
35.070875,-80.842091,destination charger
41.23876,-85.819659,destination charger
38.533939,-118.62308,supercharger
39.5296329,-119.8138027,supercharger
40.277134,-76.823255,supercharger
33.52421,-117.152568,supercharger
32.478594,-93.75437,supercharger
40.578286,-124.152926,destination charger
30.04398,-95.431836,destination charger
38.565799,-122.556772,destination charger
40.7026503,-75.20743,destination charger
47.6049041,-122.3361893,destination charger
35.111098,-83.099145,destination charger
37.935718,-107.846759,destination charger
30.6741826,-88.1292026,destination charger
42.464791,-71.299337,destination charger
41.602447,-87.834653,destination charger
33.694745,-117.858723,destination charger
39.529751,-119.814875,destination charger
35.483174,-83.316004,destination charger
45.294655,-123.051318,destination charger
41.118193,-74.114601,destination charger
39.470945,-79.358778,destination charger
33.782204,-116.357333,destination charger
44.46317,-118.709754,destination charger
33.530274,-117.773811,destination charger
35.802613,-83.568554,destination charger
35.821495,-83.578399,destination charger
28.338583,-80.607835,destination charger
43.447071,-93.352168,destination charger
38.187013,-119.204192,destination charger
39.577573,-84.229615,destination charger
32.977989,-117.255156,destination charger
34.9374316,-83.3831738,destination charger
40.740458,-73.989037,destination charger
40.762678,-73.965447,destination charger
40.786099,-73.977303,destination charger
40.759127,-73.964684,destination charger
40.744467,-73.990662,destination charger
40.717686,-74.010613,destination charger
40.747962,-73.976569,destination charger
40.746851,-73.972901,destination charger
40.742821,-73.980913,destination charger
40.737122,-73.996119,destination charger
40.704514,-74.01074,destination charger
40.76139,-73.968269,destination charger
40.760462,-73.964086,destination charger
40.793158,-73.970319,destination charger
40.766554,-73.952905,destination charger
40.770601,-73.960531,destination charger
38.648323,-90.331685,destination charger
30.188007,-97.663024,destination charger
44.4935861,-72.7394156,destination charger
40.750844,-73.986188,destination charger
34.021851,-84.330059,destination charger
34.642534,-120.453213,destination charger
33.723051,-116.32682,destination charger
43.433675,-71.96988,destination charger
40.689457,-73.978606,destination charger
29.971577,-90.096655,destination charger
36.732514,-119.78393,destination charger
39.534434,-119.734178,destination charger
38.441026,-122.38129,destination charger
39.027867,-122.584476,destination charger
41.589173,-74.713163,destination charger
32.078708,-81.08522,destination charger
44.071793,-111.448201,destination charger
35.643897,-120.633493,destination charger
42.899615,-112.435248,supercharger
44.656089,-111.099022,supercharger
35.5707816,-120.7913841,destination charger
35.799723,-105.921923,destination charger
38.366495,-75.071961,destination charger
38.511994,-123.193433,destination charger
29.9758381,-98.0922896,destination charger
